Month	State	Price
3/1/2014	Ohio	112
4/1/2014	Ohio	119
5/1/2014	Ohio	127
6/1/2014	Ohio	139
7/1/2014	Ohio	136
8/1/2014	Ohio	134
9/1/2014	Ohio	126
10/1/2014	Ohio	122
11/1/2014	Ohio	120
12/1/2014	Ohio	119
1/1/2015	Ohio	108
2/1/2015	Ohio	111
3/1/2015	Ohio	121
4/1/2015	Ohio	125
5/1/2015	Ohio	137
6/1/2015	Ohio	143
7/1/2015	Ohio	140
8/1/2015	Ohio	136
9/1/2015	Ohio	132
10/1/2015	Ohio	125
11/1/2015	Ohio	122
12/1/2015	Ohio	126
1/1/2016	Ohio	116
2/1/2016	Ohio	118
3/1/2016	Ohio	130
4/1/2016	Ohio	137
5/1/2016	Ohio	144
6/1/2016	Ohio	149
7/1/2016	Ohio	147
8/1/2016	Ohio	141
9/1/2016	Ohio	141
10/1/2016	Ohio	138
11/1/2016	Ohio	137
12/1/2016	Ohio	134
1/1/2017	Ohio	129
2/1/2017	Ohio	128
3/1/2017	Ohio	138
4/1/2017	Ohio	144
5/1/2017	Ohio	151
6/1/2017	Ohio	158
7/1/2017	Ohio	156
8/1/2017	Ohio	152
9/1/2017	Ohio	148
10/1/2017	Ohio	146
11/1/2017	Ohio	148
12/1/2017	Ohio	142
1/1/2018	Ohio	136
2/1/2018	Ohio	143
3/1/2018	Ohio	147
4/1/2018	Ohio	153
5/1/2018	Ohio	161
6/1/2018	Ohio	168
7/1/2018	Ohio	164
8/1/2018	Ohio	161
9/1/2018	Ohio	159
10/1/2018	Ohio	153
11/1/2018	Ohio	153
12/1/2018	Ohio	151
1/1/2019	Ohio	143
2/1/2019	Ohio	150
3/1/2019	Ohio	155
4/1/2019	Ohio	164
5/1/2019	Ohio	173
6/1/2019	Ohio	182
7/1/2019	Ohio	178
8/1/2019	Ohio	171
9/1/2019	Ohio	168
10/1/2019	Ohio	165
11/1/2019	Ohio	162
12/1/2019	Ohio	161
1/1/2020	Ohio	153
2/1/2020	Ohio	161
3/1/2020	Ohio	173
4/1/2020	Ohio	175
5/1/2020	Ohio	181
6/1/2020	Ohio	188
7/1/2020	Ohio	193
8/1/2020	Ohio	192
9/1/2020	Ohio	192
10/1/2020	Ohio	190
11/1/2020	Ohio	187
12/1/2020	Ohio	187
1/1/2021	Ohio	178
2/1/2021	Ohio	177
3/1/2021	Ohio	189
4/1/2021	Ohio	200
5/1/2021	Ohio	209
6/1/2021	Ohio	219
7/1/2021	Ohio	217
8/1/2021	Ohio	216
9/1/2021	Ohio	210
10/1/2021	Ohio	209
11/1/2021	Ohio	207
12/1/2021	Ohio	202
1/1/2022	Ohio	193
2/1/2022	Ohio	202
3/1/2022	Ohio	212
4/1/2022	Ohio	221
5/1/2022	Ohio	237
6/1/2022	Ohio	242
7/1/2022	Ohio	236
8/1/2022	Ohio	229
9/1/2022	Ohio	225
10/1/2022	Ohio	220
11/1/2022	Ohio	215
12/1/2022	Ohio	211
1/1/2023	Ohio	204
2/1/2023	Ohio	210
3/1/2023	Ohio	221
2/1/2012	North Carolina	163
3/1/2012	North Carolina	178
4/1/2012	North Carolina	178
5/1/2012	North Carolina	189
6/1/2012	North Carolina	192
7/1/2012	North Carolina	185
8/1/2012	North Carolina	179
9/1/2012	North Carolina	175
10/1/2012	North Carolina	173
11/1/2012	North Carolina	181
12/1/2012	North Carolina	177
1/1/2013	North Carolina	163
2/1/2013	North Carolina	160
3/1/2013	North Carolina	175
4/1/2013	North Carolina	178
5/1/2013	North Carolina	186
6/1/2013	North Carolina	188
7/1/2013	North Carolina	187
8/1/2013	North Carolina	188
9/1/2013	North Carolina	179
10/1/2013	North Carolina	179
11/1/2013	North Carolina	178
12/1/2013	North Carolina	187
1/1/2014	North Carolina	171
2/1/2014	North Carolina	170
3/1/2014	North Carolina	177
4/1/2014	North Carolina	181
5/1/2014	North Carolina	194
6/1/2014	North Carolina	193
7/1/2014	North Carolina	193
8/1/2014	North Carolina	187
9/1/2014	North Carolina	184
10/1/2014	North Carolina	183
11/1/2014	North Carolina	183
12/1/2014	North Carolina	185
1/1/2015	North Carolina	176
2/1/2015	North Carolina	181
3/1/2015	North Carolina	193
4/1/2015	North Carolina	191
5/1/2015	North Carolina	203
6/1/2015	North Carolina	206
7/1/2015	North Carolina	199
8/1/2015	North Carolina	194
9/1/2015	North Carolina	191
10/1/2015	North Carolina	189
11/1/2015	North Carolina	194
12/1/2015	North Carolina	195
1/1/2016	North Carolina	185
2/1/2016	North Carolina	184
3/1/2016	North Carolina	193
4/1/2016	North Carolina	200
5/1/2016	North Carolina	206
6/1/2016	North Carolina	217
7/1/2016	North Carolina	211
8/1/2016	North Carolina	211
9/1/2016	North Carolina	205
10/1/2016	North Carolina	207
11/1/2016	North Carolina	207
12/1/2016	North Carolina	210
1/1/2017	North Carolina	202
2/1/2017	North Carolina	203
3/1/2017	North Carolina	213
4/1/2017	North Carolina	217
5/1/2017	North Carolina	221
6/1/2017	North Carolina	230
7/1/2017	North Carolina	224
8/1/2017	North Carolina	222
9/1/2017	North Carolina	217
10/1/2017	North Carolina	214
11/1/2017	North Carolina	222
12/1/2017	North Carolina	227
1/1/2018	North Carolina	213
2/1/2018	North Carolina	220
3/1/2018	North Carolina	227
4/1/2018	North Carolina	230
5/1/2018	North Carolina	233
6/1/2018	North Carolina	240
7/1/2018	North Carolina	236
8/1/2018	North Carolina	233
9/1/2018	North Carolina	229
10/1/2018	North Carolina	226
11/1/2018	North Carolina	231
12/1/2018	North Carolina	231
1/1/2019	North Carolina	220
2/1/2019	North Carolina	229
3/1/2019	North Carolina	236
4/1/2019	North Carolina	243
5/1/2019	North Carolina	247
6/1/2019	North Carolina	249
7/1/2019	North Carolina	249
8/1/2019	North Carolina	245
9/1/2019	North Carolina	244
10/1/2019	North Carolina	242
11/1/2019	North Carolina	246
12/1/2019	North Carolina	248
1/1/2020	North Carolina	239
2/1/2020	North Carolina	247
3/1/2020	North Carolina	257
4/1/2020	North Carolina	260
5/1/2020	North Carolina	255
6/1/2020	North Carolina	264
7/1/2020	North Carolina	271
8/1/2020	North Carolina	279
9/1/2020	North Carolina	275
10/1/2020	North Carolina	277
11/1/2020	North Carolina	281
12/1/2020	North Carolina	282
1/1/2021	North Carolina	273
2/1/2021	North Carolina	275
3/1/2021	North Carolina	291
4/1/2021	North Carolina	296
5/1/2021	North Carolina	305
6/1/2021	North Carolina	316
7/1/2021	North Carolina	312
8/1/2021	North Carolina	313
9/1/2021	North Carolina	312
10/1/2021	North Carolina	317
11/1/2021	North Carolina	325
12/1/2021	North Carolina	328
1/1/2022	North Carolina	323
2/1/2022	North Carolina	330
3/1/2022	North Carolina	341
4/1/2022	North Carolina	353
5/1/2022	North Carolina	361
6/1/2022	North Carolina	366
7/1/2022	North Carolina	358
8/1/2022	North Carolina	353
9/1/2022	North Carolina	350
10/1/2022	North Carolina	349
11/1/2022	North Carolina	349
12/1/2022	North Carolina	345
1/1/2023	North Carolina	337
2/1/2023	North Carolina	340
3/1/2023	North Carolina	352
2/1/2012	New York	197
3/1/2012	New York	193
4/1/2012	New York	190
5/1/2012	New York	199
6/1/2012	New York	207
7/1/2012	New York	214
8/1/2012	New York	213
9/1/2012	New York	214
10/1/2012	New York	198
11/1/2012	New York	199
12/1/2012	New York	210
1/1/2013	New York	202
2/1/2013	New York	202
3/1/2013	New York	197
4/1/2013	New York	203
5/1/2013	New York	205
6/1/2013	New York	222
7/1/2013	New York	224
8/1/2013	New York	228
9/1/2013	New York	215
10/1/2013	New York	219
11/1/2013	New York	212
12/1/2013	New York	215
1/1/2014	New York	218
2/1/2014	New York	211
3/1/2014	New York	200
4/1/2014	New York	199
5/1/2014	New York	199
6/1/2014	New York	220
7/1/2014	New York	223
8/1/2014	New York	224
9/1/2014	New York	220
10/1/2014	New York	207
11/1/2014	New York	217
12/1/2014	New York	205
1/1/2015	New York	218
2/1/2015	New York	212
3/1/2015	New York	205
4/1/2015	New York	206
5/1/2015	New York	214
6/1/2015	New York	219
7/1/2015	New York	226
8/1/2015	New York	236
9/1/2015	New York	221
10/1/2015	New York	212
11/1/2015	New York	215
12/1/2015	New York	219
1/1/2016	New York	214
2/1/2016	New York	215
3/1/2016	New York	211
4/1/2016	New York	206
5/1/2016	New York	357
6/1/2016	New York	370
7/1/2016	New York	368
8/1/2016	New York	367
9/1/2016	New York	362
10/1/2016	New York	355
11/1/2016	New York	353
12/1/2016	New York	369
1/1/2017	New York	397
2/1/2017	New York	385
3/1/2017	New York	389
4/1/2017	New York	397
5/1/2017	New York	392
6/1/2017	New York	425
7/1/2017	New York	412
8/1/2017	New York	416
9/1/2017	New York	395
10/1/2017	New York	378
11/1/2017	New York	387
12/1/2017	New York	407
1/1/2018	New York	412
2/1/2018	New York	414
3/1/2018	New York	416
4/1/2018	New York	416
5/1/2018	New York	410
6/1/2018	New York	421
7/1/2018	New York	432
8/1/2018	New York	411
9/1/2018	New York	402
10/1/2018	New York	386
11/1/2018	New York	396
12/1/2018	New York	404
1/1/2019	New York	408
2/1/2019	New York	425
3/1/2019	New York	419
4/1/2019	New York	425
5/1/2019	New York	414
6/1/2019	New York	480
7/1/2019	New York	399
8/1/2019	New York	403
9/1/2019	New York	393
10/1/2019	New York	380
11/1/2019	New York	370
12/1/2019	New York	400
1/1/2020	New York	413
2/1/2020	New York	421
3/1/2020	New York	401
4/1/2020	New York	384
5/1/2020	New York	388
6/1/2020	New York	396
7/1/2020	New York	382
8/1/2020	New York	379
9/1/2020	New York	387
10/1/2020	New York	406
11/1/2020	New York	408
12/1/2020	New York	428
1/1/2021	New York	444
2/1/2021	New York	443
3/1/2021	New York	484
4/1/2021	New York	492
5/1/2021	New York	499
6/1/2021	New York	515
7/1/2021	New York	514
8/1/2021	New York	515
9/1/2021	New York	487
10/1/2021	New York	481
11/1/2021	New York	475
12/1/2021	New York	488
1/1/2022	New York	523
2/1/2022	New York	529
3/1/2022	New York	534
4/1/2022	New York	544
5/1/2022	New York	545
6/1/2022	New York	553
7/1/2022	New York	534
8/1/2022	New York	523
9/1/2022	New York	495
10/1/2022	New York	472
11/1/2022	New York	478
12/1/2022	New York	468
1/1/2023	New York	485
2/1/2023	New York	482
3/1/2023	New York	495
2/1/2012	New Mexico	297
3/1/2012	New Mexico	316
4/1/2012	New Mexico	286
5/1/2012	New Mexico	264
6/1/2012	New Mexico	294
7/1/2012	New Mexico	287
8/1/2012	New Mexico	301
9/1/2012	New Mexico	266
10/1/2012	New Mexico	324
11/1/2012	New Mexico	322
12/1/2012	New Mexico	320
1/1/2013	New Mexico	269
2/1/2013	New Mexico	270
3/1/2013	New Mexico	284
4/1/2013	New Mexico	279
5/1/2013	New Mexico	279
6/1/2013	New Mexico	311
7/1/2013	New Mexico	350
8/1/2013	New Mexico	301
9/1/2013	New Mexico	324
10/1/2013	New Mexico	307
11/1/2013	New Mexico	338
12/1/2013	New Mexico	266
1/1/2014	New Mexico	298
2/1/2014	New Mexico	292
3/1/2014	New Mexico	271
4/1/2014	New Mexico	289
5/1/2014	New Mexico	273
6/1/2014	New Mexico	278
7/1/2014	New Mexico	311
8/1/2014	New Mexico	310
9/1/2014	New Mexico	294
10/1/2014	New Mexico	309
11/1/2014	New Mexico	282
12/1/2014	New Mexico	304
1/1/2015	New Mexico	280
2/1/2015	New Mexico	273
3/1/2015	New Mexico	302
4/1/2015	New Mexico	275
5/1/2015	New Mexico	321
6/1/2015	New Mexico	300
7/1/2015	New Mexico	288
8/1/2015	New Mexico	308
9/1/2015	New Mexico	298
10/1/2015	New Mexico	296
11/1/2015	New Mexico	284
12/1/2015	New Mexico	298
1/1/2016	New Mexico	303
2/1/2016	New Mexico	281
3/1/2016	New Mexico	298
4/1/2016	New Mexico	283
5/1/2016	New Mexico	321
6/1/2016	New Mexico	309
7/1/2016	New Mexico	298
8/1/2016	New Mexico	324
9/1/2016	New Mexico	306
10/1/2016	New Mexico	309
11/1/2016	New Mexico	303
12/1/2016	New Mexico	303
1/1/2017	New Mexico	301
2/1/2017	New Mexico	293
3/1/2017	New Mexico	284
4/1/2017	New Mexico	336
5/1/2017	New Mexico	328
6/1/2017	New Mexico	300
7/1/2017	New Mexico	315
8/1/2017	New Mexico	329
9/1/2017	New Mexico	314
10/1/2017	New Mexico	303
11/1/2017	New Mexico	342
12/1/2017	New Mexico	293
1/1/2018	New Mexico	309
2/1/2018	New Mexico	340
3/1/2018	New Mexico	320
4/1/2018	New Mexico	301
5/1/2018	New Mexico	323
6/1/2018	New Mexico	351
7/1/2018	New Mexico	323
8/1/2018	New Mexico	342
9/1/2018	New Mexico	328
10/1/2018	New Mexico	363
11/1/2018	New Mexico	324
12/1/2018	New Mexico	296
1/1/2019	New Mexico	277
2/1/2019	New Mexico	264
3/1/2019	New Mexico	285
4/1/2019	New Mexico	272
5/1/2019	New Mexico	285
6/1/2019	New Mexico	296
7/1/2019	New Mexico	296
8/1/2019	New Mexico	292
9/1/2019	New Mexico	300
10/1/2019	New Mexico	288
11/1/2019	New Mexico	289
12/1/2019	New Mexico	285
1/1/2020	New Mexico	298
2/1/2020	New Mexico	269
3/1/2020	New Mexico	287
4/1/2020	New Mexico	263
5/1/2020	New Mexico	254
6/1/2020	New Mexico	282
7/1/2020	New Mexico	304
8/1/2020	New Mexico	335
9/1/2020	New Mexico	332
10/1/2020	New Mexico	336
11/1/2020	New Mexico	348
12/1/2020	New Mexico	352
1/1/2021	New Mexico	280
2/1/2021	New Mexico	296
3/1/2021	New Mexico	291
4/1/2021	New Mexico	290
5/1/2021	New Mexico	325
6/1/2021	New Mexico	312
7/1/2021	New Mexico	308
8/1/2021	New Mexico	319
9/1/2021	New Mexico	330
10/1/2021	New Mexico	338
11/1/2021	New Mexico	335
12/1/2021	New Mexico	367
1/1/2022	New Mexico	315
2/1/2022	New Mexico	317
3/1/2022	New Mexico	333
4/1/2022	New Mexico	348
5/1/2022	New Mexico	354
6/1/2022	New Mexico	350
7/1/2022	New Mexico	204
8/1/2022	New Mexico	320
9/1/2022	New Mexico	326
10/1/2022	New Mexico	355
11/1/2022	New Mexico	332
12/1/2022	New Mexico	343
1/1/2023	New Mexico	331
2/1/2023	New Mexico	349
3/1/2023	New Mexico	368
2/1/2012	New Jersey	233
3/1/2012	New Jersey	249
4/1/2012	New Jersey	256
5/1/2012	New Jersey	271
6/1/2012	New Jersey	280
7/1/2012	New Jersey	274
8/1/2012	New Jersey	278
9/1/2012	New Jersey	263
10/1/2012	New Jersey	261
11/1/2012	New Jersey	252
12/1/2012	New Jersey	259
1/1/2013	New Jersey	237
2/1/2013	New Jersey	208
3/1/2013	New Jersey	227
4/1/2013	New Jersey	230
5/1/2013	New Jersey	244
6/1/2013	New Jersey	264
7/1/2013	New Jersey	268
8/1/2013	New Jersey	266
9/1/2013	New Jersey	252
10/1/2013	New Jersey	245
11/1/2013	New Jersey	240
12/1/2013	New Jersey	245
1/1/2014	New Jersey	236
2/1/2014	New Jersey	226
3/1/2014	New Jersey	234
4/1/2014	New Jersey	234
5/1/2014	New Jersey	252
6/1/2014	New Jersey	263
7/1/2014	New Jersey	271
8/1/2014	New Jersey	270
9/1/2014	New Jersey	253
10/1/2014	New Jersey	249
11/1/2014	New Jersey	242
12/1/2014	New Jersey	245
1/1/2015	New Jersey	236
2/1/2015	New Jersey	230
3/1/2015	New Jersey	227
4/1/2015	New Jersey	238
5/1/2015	New Jersey	256
6/1/2015	New Jersey	261
7/1/2015	New Jersey	268
8/1/2015	New Jersey	265
9/1/2015	New Jersey	255
10/1/2015	New Jersey	241
11/1/2015	New Jersey	239
12/1/2015	New Jersey	232
1/1/2016	New Jersey	245
2/1/2016	New Jersey	216
3/1/2016	New Jersey	223
4/1/2016	New Jersey	237
5/1/2016	New Jersey	292
6/1/2016	New Jersey	309
7/1/2016	New Jersey	312
8/1/2016	New Jersey	313
9/1/2016	New Jersey	295
10/1/2016	New Jersey	287
11/1/2016	New Jersey	282
12/1/2016	New Jersey	283
1/1/2017	New Jersey	276
2/1/2017	New Jersey	262
3/1/2017	New Jersey	271
4/1/2017	New Jersey	282
5/1/2017	New Jersey	297
6/1/2017	New Jersey	314
7/1/2017	New Jersey	315
8/1/2017	New Jersey	314
9/1/2017	New Jersey	292
10/1/2017	New Jersey	287
11/1/2017	New Jersey	288
12/1/2017	New Jersey	290
1/1/2018	New Jersey	284
2/1/2018	New Jersey	268
3/1/2018	New Jersey	284
4/1/2018	New Jersey	291
5/1/2018	New Jersey	304
6/1/2018	New Jersey	320
7/1/2018	New Jersey	324
8/1/2018	New Jersey	320
9/1/2018	New Jersey	307
10/1/2018	New Jersey	301
11/1/2018	New Jersey	304
12/1/2018	New Jersey	298
1/1/2019	New Jersey	293
2/1/2019	New Jersey	283
3/1/2019	New Jersey	293
4/1/2019	New Jersey	303
5/1/2019	New Jersey	317
6/1/2019	New Jersey	332
7/1/2019	New Jersey	337
8/1/2019	New Jersey	335
9/1/2019	New Jersey	319
10/1/2019	New Jersey	324
11/1/2019	New Jersey	322
12/1/2019	New Jersey	324
1/1/2020	New Jersey	320
2/1/2020	New Jersey	308
3/1/2020	New Jersey	325
4/1/2020	New Jersey	347
5/1/2020	New Jersey	337
6/1/2020	New Jersey	343
7/1/2020	New Jersey	360
8/1/2020	New Jersey	386
9/1/2020	New Jersey	383
10/1/2020	New Jersey	386
11/1/2020	New Jersey	386
12/1/2020	New Jersey	382
1/1/2021	New Jersey	384
2/1/2021	New Jersey	374
3/1/2021	New Jersey	384
4/1/2021	New Jersey	397
5/1/2021	New Jersey	409
6/1/2021	New Jersey	429
7/1/2021	New Jersey	428
8/1/2021	New Jersey	429
9/1/2021	New Jersey	421
10/1/2021	New Jersey	410
11/1/2021	New Jersey	413
12/1/2021	New Jersey	419
1/1/2022	New Jersey	418
2/1/2022	New Jersey	409
3/1/2022	New Jersey	423
4/1/2022	New Jersey	434
5/1/2022	New Jersey	455
6/1/2022	New Jersey	472
7/1/2022	New Jersey	472
8/1/2022	New Jersey	464
9/1/2022	New Jersey	452
10/1/2022	New Jersey	442
11/1/2022	New Jersey	443
12/1/2022	New Jersey	429
1/1/2023	New Jersey	426
2/1/2023	New Jersey	417
3/1/2023	New Jersey	440
2/1/2012	New Hampshire	165
3/1/2012	New Hampshire	177
4/1/2012	New Hampshire	179
5/1/2012	New Hampshire	192
6/1/2012	New Hampshire	197
7/1/2012	New Hampshire	201
8/1/2012	New Hampshire	198
9/1/2012	New Hampshire	189
10/1/2012	New Hampshire	203
11/1/2012	New Hampshire	201
12/1/2012	New Hampshire	189
1/1/2013	New Hampshire	186
2/1/2013	New Hampshire	183
3/1/2013	New Hampshire	184
4/1/2013	New Hampshire	195
5/1/2013	New Hampshire	203
6/1/2013	New Hampshire	214
7/1/2013	New Hampshire	221
8/1/2013	New Hampshire	211
9/1/2013	New Hampshire	212
10/1/2013	New Hampshire	209
11/1/2013	New Hampshire	199
12/1/2013	New Hampshire	204
1/1/2014	New Hampshire	209
2/1/2014	New Hampshire	197
3/1/2014	New Hampshire	197
4/1/2014	New Hampshire	199
5/1/2014	New Hampshire	214
6/1/2014	New Hampshire	228
7/1/2014	New Hampshire	223
8/1/2014	New Hampshire	222
9/1/2014	New Hampshire	214
10/1/2014	New Hampshire	212
11/1/2014	New Hampshire	211
12/1/2014	New Hampshire	208
1/1/2015	New Hampshire	206
2/1/2015	New Hampshire	207
3/1/2015	New Hampshire	215
4/1/2015	New Hampshire	214
5/1/2015	New Hampshire	226
6/1/2015	New Hampshire	237
7/1/2015	New Hampshire	238
8/1/2015	New Hampshire	231
9/1/2015	New Hampshire	228
10/1/2015	New Hampshire	225
11/1/2015	New Hampshire	223
12/1/2015	New Hampshire	222
1/1/2016	New Hampshire	217
2/1/2016	New Hampshire	208
3/1/2016	New Hampshire	216
4/1/2016	New Hampshire	229
5/1/2016	New Hampshire	233
6/1/2016	New Hampshire	243
7/1/2016	New Hampshire	243
8/1/2016	New Hampshire	243
9/1/2016	New Hampshire	245
10/1/2016	New Hampshire	235
11/1/2016	New Hampshire	235
12/1/2016	New Hampshire	236
1/1/2017	New Hampshire	234
2/1/2017	New Hampshire	225
3/1/2017	New Hampshire	238
4/1/2017	New Hampshire	241
5/1/2017	New Hampshire	256
6/1/2017	New Hampshire	267
7/1/2017	New Hampshire	254
8/1/2017	New Hampshire	256
9/1/2017	New Hampshire	251
10/1/2017	New Hampshire	253
11/1/2017	New Hampshire	255
12/1/2017	New Hampshire	254
1/1/2018	New Hampshire	250
2/1/2018	New Hampshire	246
3/1/2018	New Hampshire	253
4/1/2018	New Hampshire	265
5/1/2018	New Hampshire	266
6/1/2018	New Hampshire	277
7/1/2018	New Hampshire	274
8/1/2018	New Hampshire	268
9/1/2018	New Hampshire	269
10/1/2018	New Hampshire	265
11/1/2018	New Hampshire	270
12/1/2018	New Hampshire	251
1/1/2019	New Hampshire	266
2/1/2019	New Hampshire	249
3/1/2019	New Hampshire	267
4/1/2019	New Hampshire	275
5/1/2019	New Hampshire	283
6/1/2019	New Hampshire	296
7/1/2019	New Hampshire	284
8/1/2019	New Hampshire	285
9/1/2019	New Hampshire	283
10/1/2019	New Hampshire	281
11/1/2019	New Hampshire	281
12/1/2019	New Hampshire	285
1/1/2020	New Hampshire	275
2/1/2020	New Hampshire	278
3/1/2020	New Hampshire	299
4/1/2020	New Hampshire	303
5/1/2020	New Hampshire	308
6/1/2020	New Hampshire	309
7/1/2020	New Hampshire	316
8/1/2020	New Hampshire	327
9/1/2020	New Hampshire	326
10/1/2020	New Hampshire	326
11/1/2020	New Hampshire	329
12/1/2020	New Hampshire	329
1/1/2021	New Hampshire	332
2/1/2021	New Hampshire	330
3/1/2021	New Hampshire	332
4/1/2021	New Hampshire	358
5/1/2021	New Hampshire	376
6/1/2021	New Hampshire	374
7/1/2021	New Hampshire	377
8/1/2021	New Hampshire	386
9/1/2021	New Hampshire	379
10/1/2021	New Hampshire	368
11/1/2021	New Hampshire	380
12/1/2021	New Hampshire	380
1/1/2022	New Hampshire	383
2/1/2022	New Hampshire	377
3/1/2022	New Hampshire	407
4/1/2022	New Hampshire	407
5/1/2022	New Hampshire	434
6/1/2022	New Hampshire	432
7/1/2022	New Hampshire	432
8/1/2022	New Hampshire	429
9/1/2022	New Hampshire	424
10/1/2022	New Hampshire	418
11/1/2022	New Hampshire	418
12/1/2022	New Hampshire	419
1/1/2023	New Hampshire	403
2/1/2023	New Hampshire	397
3/1/2023	New Hampshire	427
2/1/2012	Nevada	112
3/1/2012	Nevada	115
4/1/2012	Nevada	120
5/1/2012	Nevada	123
6/1/2012	Nevada	127
7/1/2012	Nevada	129
8/1/2012	Nevada	131
9/1/2012	Nevada	136
10/1/2012	Nevada	137
11/1/2012	Nevada	140
12/1/2012	Nevada	143
1/1/2013	Nevada	142
2/1/2013	Nevada	146
3/1/2013	Nevada	153
4/1/2013	Nevada	158
5/1/2013	Nevada	163
6/1/2013	Nevada	171
7/1/2013	Nevada	172
8/1/2013	Nevada	176
9/1/2013	Nevada	176
10/1/2013	Nevada	176
11/1/2013	Nevada	178
12/1/2013	Nevada	179
1/1/2014	Nevada	175
2/1/2014	Nevada	181
3/1/2014	Nevada	186
4/1/2014	Nevada	185
5/1/2014	Nevada	187
6/1/2014	Nevada	194
7/1/2014	Nevada	192
8/1/2014	Nevada	197
9/1/2014	Nevada	195
10/1/2014	Nevada	196
11/1/2014	Nevada	199
12/1/2014	Nevada	200
1/1/2015	Nevada	195
2/1/2015	Nevada	200
3/1/2015	Nevada	201
4/1/2015	Nevada	208
5/1/2015	Nevada	209
6/1/2015	Nevada	215
7/1/2015	Nevada	218
8/1/2015	Nevada	216
9/1/2015	Nevada	217
10/1/2015	Nevada	215
11/1/2015	Nevada	217
12/1/2015	Nevada	212
1/1/2016	Nevada	211
2/1/2016	Nevada	215
3/1/2016	Nevada	215
4/1/2016	Nevada	219
5/1/2016	Nevada	227
6/1/2016	Nevada	230
7/1/2016	Nevada	234
8/1/2016	Nevada	230
9/1/2016	Nevada	233
10/1/2016	Nevada	233
11/1/2016	Nevada	234
12/1/2016	Nevada	227
1/1/2017	Nevada	231
2/1/2017	Nevada	234
3/1/2017	Nevada	238
4/1/2017	Nevada	244
5/1/2017	Nevada	249
6/1/2017	Nevada	255
7/1/2017	Nevada	261
8/1/2017	Nevada	262
9/1/2017	Nevada	263
10/1/2017	Nevada	264
11/1/2017	Nevada	264
12/1/2017	Nevada	265
1/1/2018	Nevada	266
2/1/2018	Nevada	271
3/1/2018	Nevada	279
4/1/2018	Nevada	284
5/1/2018	Nevada	284
6/1/2018	Nevada	287
7/1/2018	Nevada	287
8/1/2018	Nevada	290
9/1/2018	Nevada	294
10/1/2018	Nevada	291
11/1/2018	Nevada	293
12/1/2018	Nevada	288
1/1/2019	Nevada	294
2/1/2019	Nevada	289
3/1/2019	Nevada	291
4/1/2019	Nevada	292
5/1/2019	Nevada	301
6/1/2019	Nevada	304
7/1/2019	Nevada	303
8/1/2019	Nevada	303
9/1/2019	Nevada	307
10/1/2019	Nevada	306
11/1/2019	Nevada	305
12/1/2019	Nevada	311
1/1/2020	Nevada	304
2/1/2020	Nevada	308
3/1/2020	Nevada	312
4/1/2020	Nevada	312
5/1/2020	Nevada	317
6/1/2020	Nevada	327
7/1/2020	Nevada	336
8/1/2020	Nevada	337
9/1/2020	Nevada	345
10/1/2020	Nevada	344
11/1/2020	Nevada	344
12/1/2020	Nevada	342
1/1/2021	Nevada	341
2/1/2021	Nevada	348
3/1/2021	Nevada	354
4/1/2021	Nevada	365
5/1/2021	Nevada	374
6/1/2021	Nevada	388
7/1/2021	Nevada	399
8/1/2021	Nevada	396
9/1/2021	Nevada	400
10/1/2021	Nevada	401
11/1/2021	Nevada	413
12/1/2021	Nevada	418
1/1/2022	Nevada	423
2/1/2022	Nevada	437
3/1/2022	Nevada	446
4/1/2022	Nevada	458
5/1/2022	Nevada	466
6/1/2022	Nevada	464
7/1/2022	Nevada	451
8/1/2022	Nevada	441
9/1/2022	Nevada	442
10/1/2022	Nevada	432
11/1/2022	Nevada	420
12/1/2022	Nevada	414
1/1/2023	Nevada	407
2/1/2023	Nevada	408
3/1/2023	Nevada	412
2/1/2012	Nebraska	127
3/1/2012	Nebraska	132
4/1/2012	Nebraska	138
5/1/2012	Nebraska	140
6/1/2012	Nebraska	146
7/1/2012	Nebraska	147
8/1/2012	Nebraska	144
9/1/2012	Nebraska	140
10/1/2012	Nebraska	139
11/1/2012	Nebraska	136
12/1/2012	Nebraska	144
1/1/2013	Nebraska	137
2/1/2013	Nebraska	132
3/1/2013	Nebraska	136
4/1/2013	Nebraska	138
5/1/2013	Nebraska	149
6/1/2013	Nebraska	156
7/1/2013	Nebraska	152
8/1/2013	Nebraska	149
9/1/2013	Nebraska	147
10/1/2013	Nebraska	147
11/1/2013	Nebraska	139
12/1/2013	Nebraska	145
1/1/2014	Nebraska	135
2/1/2014	Nebraska	141
3/1/2014	Nebraska	145
4/1/2014	Nebraska	144
5/1/2014	Nebraska	151
6/1/2014	Nebraska	157
7/1/2014	Nebraska	153
8/1/2014	Nebraska	155
9/1/2014	Nebraska	154
10/1/2014	Nebraska	150
11/1/2014	Nebraska	152
12/1/2014	Nebraska	150
1/1/2015	Nebraska	151
2/1/2015	Nebraska	147
3/1/2015	Nebraska	154
4/1/2015	Nebraska	158
5/1/2015	Nebraska	165
6/1/2015	Nebraska	174
7/1/2015	Nebraska	164
8/1/2015	Nebraska	161
9/1/2015	Nebraska	157
10/1/2015	Nebraska	157
11/1/2015	Nebraska	159
12/1/2015	Nebraska	166
1/1/2016	Nebraska	162
2/1/2016	Nebraska	156
3/1/2016	Nebraska	164
4/1/2016	Nebraska	161
5/1/2016	Nebraska	170
6/1/2016	Nebraska	178
